      w1[rad/s]       w2[rad/s] beta1[deg] beta2[deg] DOF MOD(QTF)/rho/g PHASE(QTF)[deg] Re(QTF)/rho/g Im(QTF)/rho/g
       3.391        3.266        0.000        0.000  2  0.1912100E+04  0.1631736E+03 -0.1830235E+04  0.5535015E+03
       3.391        3.328        0.000        0.000  2  0.2097573E+04  0.1634355E+03 -0.2010522E+04  0.5980063E+03
       3.391        3.391        0.000        0.000  2  0.2287462E+04  0.1636695E+03 -0.2195176E+04  0.6431807E+03
       3.454        0.063        0.000        0.000  2  0.3723130E+02 -0.7805858E+02  0.7703583E+01 -0.3642560E+02
       3.454        0.126        0.000        0.000  2  0.1497046E+02 -0.7644051E+02  0.3509894E+01 -0.1455319E+02
       3.454        0.188        0.000        0.000  2  0.6111997E+01 -0.8521258E+02  0.5101017E+00 -0.6090673E+01
       3.454        0.251        0.000        0.000  2  0.1311268E+02 -0.6112949E+02  0.6331217E+01 -0.1148295E+02
       3.454        0.314        0.000        0.000  2  0.1278806E+02 -0.6563911E+02  0.5274852E+01 -0.1164948E+02
       3.454        0.377        0.000        0.000  2  0.1253657E+02 -0.6488424E+02  0.5321128E+01 -0.1135126E+02
       3.454        0.440        0.000        0.000  2  0.1399045E+02 -0.6410670E+02  0.6109583E+01 -0.1258593E+02
       3.454        0.502        0.000        0.000  2  0.1602784E+02 -0.6376587E+02  0.7084952E+01 -0.1437690E+02
       3.454        0.565        0.000        0.000  2  0.1718699E+02 -0.6506896E+02  0.7244781E+01 -0.1558543E+02
       3.454        0.628        0.000        0.000  2  0.1660708E+02 -0.6901285E+02  0.5947969E+01 -0.1550538E+02
       3.454        0.691        0.000        0.000  2  0.1383323E+02 -0.7287019E+02  0.4074408E+01 -0.1321959E+02
       3.454        0.754        0.000        0.000  2  0.7622918E+01 -0.5765495E+02  0.4078388E+01 -0.6440157E+01
       3.454        0.816        0.000        0.000  2  0.9104295E+01  0.5879422E+02  0.4717056E+01  0.7787012E+01
       3.454        0.879        0.000        0.000  2  0.1927919E+02  0.7794630E+02  0.4026041E+01  0.1885413E+02
       3.454        0.942        0.000        0.000  2  0.2648507E+02  0.7170569E+02  0.8313617E+01  0.2514643E+02
       3.454        1.005        0.000        0.000  2  0.2899100E+02  0.7095747E+02  0.9458890E+01  0.2740452E+02
       3.454        1.068        0.000        0.000  2  0.2318170E+02  0.8388161E+02  0.2470776E+01  0.2304965E+02
       3.454        1.130        0.000        0.000  2  0.1735508E+02  0.1025818E+03 -0.3780517E+01  0.1693831E+02
       3.454        1.193        0.000        0.000  2  0.2227974E+02  0.1407169E+03 -0.1724511E+02  0.1410648E+02
       3.454        1.256        0.000        0.000  2  0.2825958E+02  0.1773319E+03 -0.2822894E+02  0.1315476E+01
       3.454        1.319        0.000        0.000  2  0.4417230E+02 -0.1496621E+03 -0.3812342E+02 -0.2231135E+02
       3.454        1.382        0.000        0.000  2  0.4905143E+02 -0.1434703E+03 -0.3941521E+02 -0.2919733E+02
       3.454        1.444        0.000        0.000  2  0.4227810E+02 -0.1753045E+03 -0.4213622E+02 -0.3460862E+01
       3.454        1.507        0.000        0.000  2  0.2870477E+02 -0.1364781E+03 -0.2081415E+02 -0.1976702E+02
       3.454        1.570        0.000        0.000  2  0.6475716E+02  0.5692627E+01  0.6443781E+02  0.6423373E+01
       3.454        1.633        0.000        0.000  2  0.8908061E+02 -0.1289564E+01  0.8905805E+02 -0.2004780E+01
       3.454        1.696        0.000        0.000  2  0.3959886E+02 -0.7637602E+02  0.9327465E+01 -0.3848465E+02
       3.454        1.758        0.000        0.000  2  0.2174021E+02 -0.1024627E+03 -0.4691629E+01 -0.2122793E+02
       3.454        1.821        0.000        0.000  2  0.6949950E+01 -0.2042291E+02  0.6513094E+01 -0.2425163E+01
       3.454        1.884        0.000        0.000  2  0.2727198E+02  0.6913507E+02  0.9713354E+01  0.2548355E+02
       3.454        1.947        0.000        0.000  2  0.6391439E+02  0.5288583E+02  0.3856627E+02  0.5096756E+02
       3.454        2.010        0.000        0.000  2  0.1052617E+03  0.7626883E+02  0.2498562E+02  0.1022534E+03
       3.454        2.072        0.000        0.000  2  0.4524637E+03  0.8435192E+02  0.4453059E+02  0.4502671E+03
       3.454        2.135        0.000        0.000  2  0.9501785E+02  0.1714355E+03 -0.9395831E+02  0.1415026E+02
       3.454        2.198        0.000        0.000  2  0.4334092E+02 -0.8124379E+02  0.6597812E+01 -0.4283578E+02
       3.454        2.261        0.000        0.000  2  0.1599119E+02 -0.6708972E+02  0.6225196E+01 -0.1472973E+02
       3.454        2.324        0.000        0.000  2  0.8359776E+02  0.1605328E+03 -0.7881870E+02  0.2786032E+02
       3.454        2.386        0.000        0.000  2  0.4710363E+02  0.9226885E+01  0.4649417E+02  0.7552803E+01
       3.454        2.449        0.000        0.000  2  0.1296054E+03  0.1774801E+02  0.1234370E+03  0.3950777E+02
       3.454        2.512        0.000        0.000  2  0.7753621E+02  0.9585931E+02 -0.7915370E+01  0.7713113E+02
       3.454        2.575        0.000        0.000  2  0.1871464E+03  0.1416266E+03 -0.1467193E+03  0.1161775E+03
       3.454        2.638        0.000        0.000  2  0.3295161E+03  0.1517552E+03 -0.2902819E+03  0.1559402E+03
       3.454        2.700        0.000        0.000  2  0.4805763E+03  0.1558756E+03 -0.4386029E+03  0.1964206E+03
       3.454        2.763        0.000        0.000  2  0.6376133E+03  0.1581198E+03 -0.5916827E+03  0.2376180E+03
       3.454        2.826        0.000        0.000  2  0.7999476E+03  0.1595471E+03 -0.7495186E+03  0.2795321E+03
       3.454        2.889        0.000        0.000  2  0.9673381E+03  0.1605465E+03 -0.9121149E+03  0.3221635E+03
       3.454        2.952        0.000        0.000  2  0.1139671E+04  0.1612938E+03 -0.1079469E+04  0.3655103E+03
       3.454        3.014        0.000        0.000  2  0.1316892E+04  0.1618795E+03 -0.1251581E+04  0.4095744E+03
       3.454        3.077        0.000        0.000  2  0.1498975E+04  0.1623553E+03 -0.1428455E+04  0.4543588E+03
       3.454        3.140        0.000        0.000  2  0.1685890E+04  0.1627527E+03 -0.1610082E+04  0.4998601E+03
       3.454        3.203        0.000        0.000  2  0.1877633E+04  0.1630923E+03 -0.1796471E+04  0.5460740E+03
       3.454        3.266        0.000        0.000  2  0.2074193E+04  0.1633875E+03 -0.1987617E+04  0.5930046E+03
       3.454        3.328        0.000        0.000  2  0.2275566E+04  0.1636481E+03 -0.2183521E+04  0.6406542E+03
       3.454        3.391        0.000        0.000  2  0.2481754E+04  0.1638809E+03 -0.2384188E+04  0.6890226E+03
       3.454        3.454        0.000        0.000  2  0.2692743E+04  0.1640910E+03 -0.2589606E+04  0.7381066E+03
       3.517        0.063        0.000        0.000  2  0.4060114E+02 -0.7848624E+02  0.8104115E+01 -0.3978411E+02
       3.517        0.126        0.000        0.000  2  0.1630789E+02 -0.7680090E+02  0.3723669E+01 -0.1587707E+02
       3.517        0.188        0.000        0.000  2  0.6660213E+01 -0.8554343E+02  0.5175216E+00 -0.6640076E+01
       3.517        0.251        0.000        0.000  2  0.1422472E+02 -0.6109652E+02  0.6875311E+01 -0.1245282E+02
       3.517        0.314        0.000        0.000  2  0.1383936E+02 -0.6555115E+02  0.5727844E+01 -0.1259840E+02
       3.517        0.377        0.000        0.000  2  0.1354098E+02 -0.6478272E+02  0.5769164E+01 -0.1225051E+02
       3.517        0.440        0.000        0.000  2  0.1508639E+02 -0.6400419E+02  0.6612445E+01 -0.1356004E+02
       3.517        0.502        0.000        0.000  2  0.1726391E+02 -0.6366539E+02  0.7658490E+01 -0.1547224E+02
       3.517        0.565        0.000        0.000  2  0.1849879E+02 -0.6497589E+02  0.7824979E+01 -0.1676230E+02
       3.517        0.628        0.000        0.000  2  0.1786356E+02 -0.6894686E+02  0.6417190E+01 -0.1667113E+02
       3.517        0.691        0.000        0.000  2  0.1487176E+02 -0.7286720E+02  0.4381033E+01 -0.1421182E+02
       3.517        0.754        0.000        0.000  2  0.8178462E+01 -0.5775285E+02  0.4363801E+01 -0.6916970E+01
       3.517        0.816        0.000        0.000  2  0.9792633E+01  0.5902328E+02  0.5040169E+01  0.8395973E+01
       3.517        0.879        0.000        0.000  2  0.2076687E+02  0.7801730E+02  0.4311541E+01  0.2031437E+02
       3.517        0.942        0.000        0.000  2  0.2853593E+02  0.7170553E+02  0.8957450E+01  0.2709360E+02
       3.517        1.005        0.000        0.000  2  0.3123368E+02  0.7088935E+02  0.1022570E+02  0.2951233E+02
       3.517        1.068        0.000        0.000  2  0.2492535E+02  0.8379026E+02  0.2696135E+01  0.2477910E+02
       3.517        1.130        0.000        0.000  2  0.1858231E+02  0.1025441E+03 -0.4035905E+01  0.1813873E+02
       3.517        1.193        0.000        0.000  2  0.2391140E+02  0.1408376E+03 -0.1853991E+02  0.1510056E+02
       3.517        1.256        0.000        0.000  2  0.3041004E+02  0.1773770E+03 -0.3037818E+02  0.1391693E+01
       3.517        1.319        0.000        0.000  2  0.4754324E+02 -0.1496566E+03 -0.4103045E+02 -0.2401795E+02
       3.517        1.382        0.000        0.000  2  0.5274933E+02 -0.1434755E+03 -0.4238947E+02 -0.3139466E+02
       3.517        1.444        0.000        0.000  2  0.4550036E+02 -0.1754788E+03 -0.4535878E+02 -0.3586720E+01
       3.517        1.507        0.000        0.000  2  0.3099557E+02 -0.1366484E+03 -0.2253857E+02 -0.2127765E+02
       3.517        1.570        0.000        0.000  2  0.6972446E+02  0.5778730E+01  0.6937012E+02  0.7020344E+01
       3.517        1.633        0.000        0.000  2  0.9613987E+02 -0.9683793E+00  0.9612614E+02 -0.1624822E+01
       3.517        1.696        0.000        0.000  2  0.4254527E+02 -0.7646243E+02  0.9959126E+01 -0.4136322E+02
       3.517        1.758        0.000        0.000  2  0.2359732E+02 -0.1025950E+03 -0.5145607E+01 -0.2302947E+02
       3.517        1.821        0.000        0.000  2  0.7626581E+01 -0.2271566E+02  0.7035007E+01 -0.2945067E+01
       3.517        1.884        0.000        0.000  2  0.2929379E+02  0.6898917E+02  0.1050313E+02  0.2734612E+02
       3.517        1.947        0.000        0.000  2  0.6902609E+02  0.5289632E+02  0.4164063E+02  0.5505142E+02
       3.517        2.010        0.000        0.000  2  0.1140731E+03  0.7662387E+02  0.2638996E+02  0.1109785E+03
       3.517        2.072        0.000        0.000  2  0.4899521E+03  0.8452604E+02  0.4673814E+02  0.4877178E+03
       3.517        2.135        0.000        0.000  2  0.1022845E+03  0.1714594E+03 -0.1011503E+03  0.1519021E+02
       3.517        2.198        0.000        0.000  2  0.4668876E+02 -0.8123982E+02  0.7110643E+01 -0.4614411E+02
       3.517        2.261        0.000        0.000  2  0.1723795E+02 -0.6719558E+02  0.6681197E+01 -0.1589051E+02
       3.517        2.324        0.000        0.000  2  0.8994706E+02  0.1606465E+03 -0.8486433E+02  0.2980806E+02
       3.517        2.386        0.000        0.000  2  0.5027987E+02  0.9408262E+01  0.4960353E+02  0.8219161E+01
       3.517        2.449        0.000        0.000  2  0.1398141E+03  0.1785222E+02  0.1330821E+03  0.4286182E+02
       3.517        2.512        0.000        0.000  2  0.8341620E+02  0.9602038E+02 -0.8748876E+01  0.8295613E+02
       3.517        2.575        0.000        0.000  2  0.2017229E+03  0.1418632E+03 -0.1586629E+03  0.1245721E+03
       3.517        2.638        0.000        0.000  2  0.3554001E+03  0.1519804E+03 -0.3137426E+03  0.1669574E+03
       3.517        2.700        0.000        0.000  2  0.5184697E+03  0.1560931E+03 -0.4739876E+03  0.2101109E+03
       3.517        2.763        0.000        0.000  2  0.6880107E+03  0.1583320E+03 -0.6393951E+03  0.2540329E+03
       3.517        2.826        0.000        0.000  2  0.8632993E+03  0.1597556E+03 -0.8099689E+03  0.2987237E+03
       3.517        2.889        0.000        0.000  2  0.1044070E+04  0.1607522E+03 -0.9857083E+03  0.3441827E+03
       3.517        2.952        0.000        0.000  2  0.1230203E+04  0.1614970E+03 -0.1166611E+04  0.3904092E+03
       3.517        3.014        0.000        0.000  2  0.1421644E+04  0.1620807E+03 -0.1352681E+04  0.4374068E+03
       3.517        3.077        0.000        0.000  2  0.1618352E+04  0.1625548E+03 -0.1543915E+04  0.4851710E+03
       3.517        3.140        0.000        0.000  2  0.1820313E+04  0.1629507E+03 -0.1740315E+04  0.5337069E+03
       3.517        3.203        0.000        0.000  2  0.2027510E+04  0.1632886E+03 -0.1941879E+04  0.5830115E+03
       3.517        3.266        0.000        0.000  2  0.2239936E+04  0.1635826E+03 -0.2148610E+04  0.6330803E+03
       3.517        3.328        0.000        0.000  2  0.2457582E+04  0.1638418E+03 -0.2360500E+04  0.6839230E+03
       3.517        3.391        0.000        0.000  2  0.2680451E+04  0.1640734E+03 -0.2577560E+04  0.7355298E+03
       3.517        3.454        0.000        0.000  2  0.2908541E+04  0.1642825E+03 -0.2799788E+04  0.7879092E+03
       3.517        3.517        0.000        0.000  2  0.3141834E+04  0.1644728E+03 -0.3027168E+04  0.8410551E+03
       3.580        0.063        0.000        0.000  2  0.4412781E+02 -0.7847979E+02  0.8812925E+01 -0.4323882E+02
       3.580        0.126        0.000        0.000  2  0.1770341E+02 -0.7676604E+02  0.4052803E+01 -0.1723327E+02
       3.580        0.188        0.000        0.000  2  0.7222408E+01 -0.8545881E+02  0.5718387E+00 -0.7199735E+01
       3.580        0.251        0.000        0.000  2  0.1537327E+02 -0.6100096E+02  0.7452881E+01 -0.1344589E+02
       3.580        0.314        0.000        0.000  2  0.1491738E+02 -0.6545033E+02  0.6197901E+01 -0.1356887E+02
       3.580        0.377        0.000        0.000  2  0.1456730E+02 -0.6468447E+02  0.6229019E+01 -0.1316835E+02
       3.580        0.440        0.000        0.000  2  0.1620378E+02 -0.6390681E+02  0.7126948E+01 -0.1455229E+02
       3.580        0.502        0.000        0.000  2  0.1852254E+02 -0.6356872E+02  0.8244827E+01 -0.1658636E+02
       3.580        0.565        0.000        0.000  2  0.1983382E+02 -0.6488525E+02  0.8418118E+01 -0.1795872E+02
       3.580        0.628        0.000        0.000  2  0.1914174E+02 -0.6888219E+02  0.6896517E+01 -0.1785622E+02
       3.580        0.691        0.000        0.000  2  0.1592780E+02 -0.7286453E+02  0.4692840E+01 -0.1522078E+02
       3.580        0.754        0.000        0.000  2  0.8741697E+01 -0.5785281E+02  0.4651423E+01 -0.7401454E+01
       3.580        0.816        0.000        0.000  2  0.1049170E+02  0.5925201E+02  0.5364020E+01  0.9016826E+01
       3.580        0.879        0.000        0.000  2  0.2228201E+02  0.7809087E+02  0.4598117E+01  0.2180242E+02
       3.580        0.942        0.000        0.000  2  0.3062646E+02  0.7170762E+02  0.9612612E+01  0.2907882E+02
       3.580        1.005        0.000        0.000  2  0.3352058E+02  0.7082523E+02  0.1100986E+02  0.3166089E+02
       3.580        1.068        0.000        0.000  2  0.2669946E+02  0.8370196E+02  0.2928939E+01  0.2653832E+02
       3.580        1.130        0.000        0.000  2  0.1982425E+02  0.1025042E+03 -0.4292179E+01  0.1935402E+02
       3.580        1.193        0.000        0.000  2  0.2556823E+02  0.1409490E+03 -0.1985592E+02  0.1610828E+02
       3.580        1.256        0.000        0.000  2  0.3259846E+02  0.1774153E+03 -0.3256529E+02  0.1470075E+01
       3.580        1.319        0.000        0.000  2  0.5097262E+02 -0.1496537E+03 -0.4398872E+02 -0.2575268E+02
       3.580        1.382        0.000        0.000  2  0.5650900E+02 -0.1434826E+03 -0.4541492E+02 -0.3362665E+02
       3.580        1.444        0.000        0.000  2  0.4878508E+02 -0.1756489E+03 -0.4864447E+02 -0.3701231E+01
       3.580        1.507        0.000        0.000  2  0.3333848E+02 -0.1368198E+03 -0.2431058E+02 -0.2281337E+02
       3.580        1.570        0.000        0.000  2  0.7478158E+02  0.5862749E+01  0.7439043E+02  0.7638624E+01
       3.580        1.633        0.000        0.000  2  0.1033512E+03 -0.6624781E+00  0.1033443E+03 -0.1194964E+01
       3.580        1.696        0.000        0.000  2  0.4554272E+02 -0.7654792E+02  0.1059469E+02 -0.4429325E+02
       3.580        1.758        0.000        0.000  2  0.2551036E+02 -0.1027169E+03 -0.5615679E+01 -0.2488459E+02
       3.580        1.821        0.000        0.000  2  0.8342550E+01 -0.2485998E+02  0.7569511E+01 -0.3507227E+01
       3.580        1.884        0.000        0.000  2  0.3134625E+02  0.6884933E+02  0.1131040E+02  0.2923461E+02
       3.580        1.947        0.000        0.000  2  0.7425906E+02  0.5290882E+02  0.4478453E+02  0.5923473E+02
       3.580        2.010        0.000        0.000  2  0.1231239E+03  0.7696487E+02  0.2777038E+02  0.1199512E+03
       3.580        2.072        0.000        0.000  2  0.5283885E+03  0.8469556E+02  0.4884835E+02  0.5261257E+03
       3.580        2.135        0.000        0.000  2  0.1096876E+03  0.1714800E+03 -0.1084771E+03  0.1625068E+02
       3.580        2.198        0.000        0.000  2  0.5009396E+02 -0.8123651E+02  0.7632117E+01 -0.4950914E+02
       3.580        2.261        0.000        0.000  2  0.1850344E+02 -0.6728625E+02  0.7144686E+01 -0.1706842E+02
       3.580        2.324        0.000        0.000  2  0.9641483E+02  0.1607579E+03 -0.9102859E+02  0.3177445E+02
       3.580        2.386        0.000        0.000  2  0.5348198E+02  0.9586748E+01  0.5273508E+02  0.8906927E+01
       3.580        2.449        0.000        0.000  2  0.1502261E+03  0.1794881E+02  0.1429150E+03  0.4629477E+02
       3.580        2.512        0.000        0.000  2  0.8940675E+02  0.9617251E+02 -0.9613232E+01  0.8888844E+02
       3.580        2.575        0.000        0.000  2  0.2165978E+03  0.1420822E+03 -0.1708725E+03  0.1331060E+03
       3.580        2.638        0.000        0.000  2  0.3818216E+03  0.1521884E+03 -0.3377161E+03  0.1781447E+03
       3.580        2.700        0.000        0.000  2  0.5571562E+03  0.1562935E+03 -0.5101418E+03  0.2240054E+03
       3.580        2.763        0.000        0.000  2  0.7394731E+03  0.1585275E+03 -0.6881489E+03  0.2706871E+03
       3.580        2.826        0.000        0.000  2  0.9279960E+03  0.1599475E+03 -0.8717396E+03  0.3181927E+03
       3.580        2.889        0.000        0.000  2  0.1122442E+04  0.1609413E+03 -0.1060915E+04  0.3665186E+03
       3.580        2.952        0.000        0.000  2  0.1322683E+04  0.1616840E+03 -0.1255674E+04  0.4156626E+03
       3.580        3.014        0.000        0.000  2  0.1528656E+04  0.1622656E+03 -0.1456012E+04  0.4656370E+03
       3.580        3.077        0.000        0.000  2  0.1740329E+04  0.1627380E+03 -0.1661940E+04  0.5164277E+03
       3.580        3.140        0.000        0.000  2  0.1957667E+04  0.1631324E+03 -0.1873444E+04  0.5680375E+03
       3.580        3.203        0.000        0.000  2  0.2180672E+04  0.1634691E+03 -0.2090537E+04  0.6204732E+03
       3.580        3.266        0.000        0.000  2  0.2409326E+04  0.1637617E+03 -0.2313210E+04  0.6737282E+03
       3.580        3.328        0.000        0.000  2  0.2643626E+04  0.1640197E+03 -0.2541466E+04  0.7278104E+03
       3.580        3.391        0.000        0.000  2  0.2883566E+04  0.1642502E+03 -0.2775305E+04  0.7827082E+03
       3.580        3.454        0.000        0.000  2  0.3129142E+04  0.1644582E+03 -0.3014725E+04  0.8384283E+03
       3.580        3.517        0.000        0.000  2  0.3380353E+04  0.1646475E+03 -0.3259726E+04  0.8949706E+03
       3.580        3.580        0.000        0.000  2  0.3637205E+04  0.1648212E+03 -0.3510316E+04  0.9523344E+03
       3.642        0.063        0.000        0.000  2  0.4776977E+02 -0.7783320E+02  0.1006788E+02 -0.4669677E+02
       3.642        0.126        0.000        0.000  2  0.1914699E+02 -0.7620025E+02  0.4567114E+01 -0.1859432E+02
       3.642        0.188        0.000        0.000  2  0.7791536E+01 -0.8488052E+02  0.6952608E+00 -0.7760454E+01
       3.642        0.251        0.000        0.000  2  0.1655860E+02 -0.6083601E+02  0.8069187E+01 -0.1445944E+02
       3.642        0.314        0.000        0.000  2  0.1602188E+02 -0.6533820E+02  0.6685309E+01 -0.1456047E+02
       3.642        0.377        0.000        0.000  2  0.1561539E+02 -0.6459011E+02  0.6700424E+01 -0.1410478E+02
       3.642        0.440        0.000        0.000  2  0.1734252E+02 -0.6381411E+02  0.7652993E+01 -0.1556261E+02
       3.642        0.502        0.000        0.000  2  0.1980387E+02 -0.6347523E+02  0.8844106E+01 -0.1771935E+02
       3.642        0.565        0.000        0.000  2  0.2119199E+02 -0.6479696E+02  0.9024127E+01 -0.1917460E+02
       3.642        0.628        0.000        0.000  2  0.2044153E+02 -0.6881888E+02  0.7385879E+01 -0.1906056E+02
       3.642        0.691        0.000        0.000  2  0.1700130E+02 -0.7286172E+02  0.5009922E+01 -0.1624638E+02
       3.642        0.754        0.000        0.000  2  0.9312752E+01 -0.5795449E+02  0.4941278E+01 -0.7893739E+01
       3.642        0.816        0.000        0.000  2  0.1120152E+02  0.5947873E+02  0.5688780E+01  0.9649443E+01
       3.642        0.879        0.000        0.000  2  0.2382460E+02  0.7816532E+02  0.4886151E+01  0.2331817E+02
       3.642        0.942        0.000        0.000  2  0.3275659E+02  0.7171136E+02  0.1027916E+02  0.3110198E+02
       3.642        1.005        0.000        0.000  2  0.3585165E+02  0.7076411E+02  0.1181162E+02  0.3385006E+02
       3.642        1.068        0.000        0.000  2  0.2850402E+02  0.8361633E+02  0.3169237E+01  0.2832729E+02
       3.642        1.130        0.000        0.000  2  0.2108112E+02  0.1024625E+03 -0.4549327E+01  0.2058439E+02
       3.642        1.193        0.000        0.000  2  0.2725025E+02  0.1410529E+03 -0.2119324E+02  0.1712959E+02
       3.642        1.256        0.000        0.000  2  0.3482478E+02  0.1774476E+03 -0.3479023E+02  0.1550816E+01
       3.642        1.319        0.000        0.000  2  0.5446009E+02 -0.1496528E+03 -0.4699798E+02 -0.2751529E+02
       3.642        1.382        0.000        0.000  2  0.6033062E+02 -0.1434914E+03 -0.4849179E+02 -0.3589330E+02
       3.642        1.444        0.000        0.000  2  0.5213242E+02 -0.1758151E+03 -0.5199342E+02 -0.3804364E+01
       3.642        1.507        0.000        0.000  2  0.3573369E+02 -0.1369904E+03 -0.2612987E+02 -0.2437471E+02
       3.642        1.570        0.000        0.000  2  0.7992824E+02  0.5944565E+01  0.7949843E+02  0.8277864E+01
       3.642        1.633        0.000        0.000  2  0.1107133E+03 -0.3701121E+00  0.1107110E+03 -0.7151672E+00
       3.642        1.696        0.000        0.000  2  0.4859121E+02 -0.7663270E+02  0.1123393E+02 -0.4727478E+02
       3.642        1.758        0.000        0.000  2  0.2747907E+02 -0.1028293E+03 -0.6101633E+01 -0.2679309E+02
       3.642        1.821        0.000        0.000  2  0.9099220E+01 -0.2686666E+02  0.8117056E+01 -0.4112081E+01
       3.642        1.884        0.000        0.000  2  0.3342941E+02  0.6871458E+02  0.1213535E+02  0.3114898E+02
       3.642        1.947        0.000        0.000  2  0.7961359E+02  0.5292302E+02  0.4799803E+02  0.6351781E+02
       3.642        2.010        0.000        0.000  2  0.1324144E+03  0.7729296E+02  0.2912668E+02  0.1291713E+03
       3.642        2.072        0.000        0.000  2  0.5677736E+03  0.8486055E+02  0.5086119E+02  0.5654909E+03
       3.642        2.135        0.000        0.000  2  0.1172268E+03  0.1714978E+03 -0.1159385E+03  0.1733168E+02
       3.642        2.198        0.000        0.000  2  0.5355651E+02 -0.8123392E+02  0.8162050E+01 -0.5293090E+02
       3.642        2.261        0.000        0.000  2  0.1978799E+02 -0.6736414E+02  0.7615869E+01 -0.1826371E+02
       3.642        2.324        0.000        0.000  2  0.1030007E+03  0.1608671E+03 -0.9731100E+02  0.3375951E+02
       3.642        2.386        0.000        0.000  2  0.5671046E+02  0.9762971E+01  0.5588917E+02  0.9616543E+01
       3.642        2.449        0.000        0.000  2  0.1608412E+03  0.1803906E+02  0.1529352E+03  0.4980693E+02
       3.642        2.512        0.000        0.000  2  0.9550809E+02  0.9631676E+02 -0.1050829E+02  0.9492825E+02
       3.642        2.575        0.000        0.000  2  0.2317704E+03  0.1422865E+03 -0.1833488E+03  0.1417771E+03
       3.642        2.638        0.000        0.000  2  0.4087802E+03  0.1523816E+03 -0.3622016E+03  0.1895027E+03
       3.642        2.700        0.000        0.000  2  0.5966375E+03  0.1564795E+03 -0.5470671E+03  0.2381047E+03
       3.642        2.763        0.000        0.000  2  0.7920012E+03  0.1587088E+03 -0.7379446E+03  0.2875823E+03
       3.642        2.826        0.000        0.000  2  0.9940393E+03  0.1601253E+03 -0.9348327E+03  0.3379377E+03
       3.642        2.889        0.000        0.000  2  0.1202453E+04  0.1611166E+03 -0.1137736E+04  0.3891663E+03
       3.642        2.952        0.000        0.000  2  0.1417105E+04  0.1618570E+03 -0.1346650E+04  0.4412705E+03
       3.642        3.014        0.000        0.000  2  0.1637927E+04  0.1624369E+03 -0.1561575E+04  0.4942545E+03
       3.642        3.077        0.000        0.000  2  0.1864888E+04  0.1629078E+03 -0.1782522E+04  0.5481099E+03
       3.642        3.140        0.000        0.000  2  0.2097951E+04  0.1633006E+03 -0.2009471E+04  0.6028488E+03
       3.642        3.203        0.000        0.000  2  0.2337111E+04  0.1636360E+03 -0.2242438E+04  0.6584553E+03
       3.642        3.266        0.000        0.000  2  0.2582358E+04  0.1639272E+03 -0.2481415E+04  0.7149464E+03
       3.642        3.328        0.000        0.000  2  0.2833675E+04  0.1641843E+03 -0.2726402E+04  0.7723007E+03
       3.642        3.391        0.000        0.000  2  0.3091076E+04  0.1644135E+03 -0.2977405E+04  0.8305484E+03
       3.642        3.454        0.000        0.000  2  0.3354546E+04  0.1646205E+03 -0.3234421E+04  0.8896609E+03
       3.642        3.517        0.000        0.000  2  0.3624080E+04  0.1648089E+03 -0.3497445E+04  0.9496495E+03
       3.642        3.580        0.000        0.000  2  0.3899688E+04  0.1649816E+03 -0.3766486E+04  0.1010521E+04
       3.642        3.642        0.000        0.000  2  0.4181366E+04  0.1651412E+03 -0.4041543E+04  0.1072262E+04
       3.705        0.063        0.000        0.000  2  0.5119138E+02 -0.7742018E+02  0.1114946E+02 -0.4996246E+02
       3.705        0.126        0.000        0.000  2  0.2051072E+02 -0.7584597E+02  0.5015475E+01 -0.1988805E+02
       3.705        0.188        0.000        0.000  2  0.8327916E+01 -0.8458566E+02  0.7858002E+00 -0.8290760E+01
       3.705        0.251        0.000        0.000  2  0.1775188E+02 -0.6070231E+02  0.8686833E+01 -0.1548122E+02
       3.705        0.314        0.000        0.000  2  0.1714513E+02 -0.6524347E+02  0.7179751E+01 -0.1556942E+02
       3.705        0.377        0.000        0.000  2  0.1668358E+02 -0.6450372E+02  0.7181489E+01 -0.1505882E+02
       3.705        0.440        0.000        0.000  2  0.1850243E+02 -0.6372596E+02  0.8190377E+01 -0.1659089E+02
       3.705        0.502        0.000        0.000  2  0.2110775E+02 -0.6338479E+02  0.9456199E+01 -0.1887108E+02
       3.705        0.565        0.000        0.000  2  0.2257336E+02 -0.6471072E+02  0.9643086E+01 -0.2040998E+02
       3.705        0.628        0.000        0.000  2  0.2176292E+02 -0.6875700E+02  0.7885227E+01 -0.2028417E+02
       3.705        0.691        0.000        0.000  2  0.1809221E+02 -0.7285938E+02  0.5332100E+01 -0.1728864E+02
       3.705        0.754        0.000        0.000  2  0.9891521E+01 -0.5805738E+02  0.5233304E+01 -0.8393731E+01
       3.705        0.816        0.000        0.000  2  0.1192212E+02  0.5970409E+02  0.6014302E+01  0.1029393E+02
       3.705        0.879        0.000        0.000  2  0.2539472E+02  0.7824115E+02  0.5175263E+01  0.2486178E+02
       3.705        0.942        0.000        0.000  2  0.3492638E+02  0.7171666E+02  0.1095697E+02  0.3316318E+02
       3.705        1.005        0.000        0.000  2  0.3822696E+02  0.7070612E+02  0.1263070E+02  0.3607999E+02
       3.705        1.068        0.000        0.000  2  0.3033894E+02  0.8353321E+02  0.3416991E+01  0.3014590E+02
       3.705        1.130        0.000        0.000  2  0.2235260E+02  0.1024199E+03 -0.4807468E+01  0.2182950E+02
