      w1[rad/s]       w2[rad/s] beta1[deg] beta2[deg] DOF MOD(QTF)/rho/g PHASE(QTF)[deg] Re(QTF)/rho/g Im(QTF)/rho/g
       3.391        1.068        0.000        0.000  1  0.6433510E+03 -0.1540960E+02  0.6202231E+03 -0.1709497E+03
       3.391        1.130        0.000        0.000  1  0.7521972E+03 -0.4520568E+02  0.5299709E+03 -0.5337897E+03
       3.391        1.193        0.000        0.000  1  0.8345713E+03 -0.7211867E+02  0.2562522E+03 -0.7942569E+03
       3.391        1.256        0.000        0.000  1  0.8860015E+03 -0.8381509E+02  0.9545538E+02 -0.8808444E+03
       3.391        1.319        0.000        0.000  1  0.8283312E+03 -0.1542984E+03 -0.7463799E+03 -0.3592346E+03
       3.391        1.382        0.000        0.000  1  0.4186029E+03 -0.1489827E+03 -0.3587475E+03 -0.2157049E+03
       3.391        1.444        0.000        0.000  1  0.5996440E+03 -0.1561467E+03 -0.5484249E+03 -0.2424933E+03
       3.391        1.507        0.000        0.000  1  0.8981484E+03 -0.1692798E+03 -0.8824734E+03 -0.1670666E+03
       3.391        1.570        0.000        0.000  1  0.9664421E+03 -0.1743592E+03 -0.9617621E+03 -0.9499369E+02
       3.391        1.633        0.000        0.000  1  0.2666355E+03  0.1014554E+03 -0.5295527E+02  0.2613240E+03
       3.391        1.696        0.000        0.000  1  0.9014973E+03  0.8704675E+02  0.4644621E+02  0.9003000E+03
       3.391        1.758        0.000        0.000  1  0.1223527E+04  0.7380688E+02  0.3412119E+03  0.1174986E+04
       3.391        1.821        0.000        0.000  1  0.1155656E+04  0.6571453E+02  0.4753019E+03  0.1053390E+04
       3.391        1.884        0.000        0.000  1  0.6982913E+03 -0.2570966E+02  0.6291631E+03 -0.3029265E+03
       3.391        1.947        0.000        0.000  1  0.3749309E+03 -0.6695922E+02  0.1467428E+03 -0.3450214E+03
       3.391        2.010        0.000        0.000  1  0.5464324E+03  0.1439151E+03 -0.4415966E+03  0.3218398E+03
       3.391        2.072        0.000        0.000  1  0.1550759E+04  0.4575607E+02  0.1081987E+04  0.1110927E+04
       3.391        2.135        0.000        0.000  1  0.9907587E+03 -0.9683514E+02 -0.1179133E+03 -0.9837171E+03
       3.391        2.198        0.000        0.000  1  0.3012747E+03 -0.1416876E+03 -0.2363929E+03 -0.1867749E+03
       3.391        2.261        0.000        0.000  1  0.3443339E+03 -0.1135224E+03 -0.1374261E+03 -0.3157213E+03
       3.391        2.324        0.000        0.000  1  0.4367662E+03 -0.1207142E+03 -0.2230813E+03 -0.3754990E+03
       3.391        2.386        0.000        0.000  1  0.1105321E+03 -0.1291908E+03 -0.6984583E+02 -0.8566740E+02
       3.391        2.449        0.000        0.000  1  0.1282850E+03  0.1707009E+03 -0.1265991E+03  0.2072944E+02
       3.391        2.512        0.000        0.000  1  0.7386709E+02 -0.3862863E+02  0.5770560E+02 -0.4611301E+02
       3.391        2.575        0.000        0.000  1  0.2433903E+03 -0.2260628E+02  0.2246902E+03 -0.9355841E+02
       3.391        2.638        0.000        0.000  1  0.3791331E+03 -0.1359529E+02  0.3685099E+03 -0.8911990E+02
       3.391        2.700        0.000        0.000  1  0.4740670E+03 -0.8710060E+01  0.4685997E+03 -0.7179005E+02
       3.391        2.763        0.000        0.000  1  0.5693744E+03 -0.5248247E+01  0.5669874E+03 -0.5208133E+02
       3.391        2.826        0.000        0.000  1  0.6529622E+03 -0.3968936E+01  0.6513962E+03 -0.4519518E+02
       3.391        2.889        0.000        0.000  1  0.7055693E+03 -0.5230243E+01  0.7026317E+03 -0.6431846E+02
       3.391        2.952        0.000        0.000  1  0.7496212E+03 -0.4565012E+01  0.7472432E+03 -0.5966251E+02
       3.391        3.014        0.000        0.000  1  0.7667662E+03 -0.1983379E+01  0.7663069E+03 -0.2653746E+02
       3.391        3.077        0.000        0.000  1  0.7627906E+03 -0.2558938E+01  0.7620300E+03 -0.3405635E+02
       3.391        3.140        0.000        0.000  1  0.7487906E+03 -0.3824220E+01  0.7471234E+03 -0.4994110E+02
       3.391        3.203        0.000        0.000  1  0.6802314E+03 -0.3180146E+01  0.6791838E+03 -0.3773619E+02
       3.391        3.266        0.000        0.000  1  0.5926745E+03 -0.2535029E+01  0.5920945E+03 -0.2621410E+02
       3.391        3.328        0.000        0.000  1  0.5082094E+03 -0.1051365E+01  0.5081239E+03 -0.9325006E+01
       3.391        3.391        0.000        0.000  1  0.3938501E+03  0.0000000E+00  0.3938501E+03  0.0000000E+00
       3.454        0.063        0.000        0.000  1  0.1701992E+04  0.1742419E+03 -0.1693404E+04  0.1707582E+03
       3.454        0.126        0.000        0.000  1  0.2294180E+05 -0.1774794E+03 -0.2291960E+05 -0.1008950E+04
       3.454        0.188        0.000        0.000  1  0.5099285E+05 -0.1756174E+03 -0.5084375E+05 -0.3896630E+04
       3.454        0.251        0.000        0.000  1  0.1079803E+05  0.3855263E+02  0.8444447E+04  0.6729691E+04
       3.454        0.314        0.000        0.000  1  0.5944033E+04  0.1823606E+02  0.5645496E+04  0.1860082E+04
       3.454        0.377        0.000        0.000  1  0.2894804E+04  0.1624591E+03 -0.2760202E+04  0.8724540E+03
       3.454        0.440        0.000        0.000  1  0.5312611E+04  0.1771597E+03 -0.5306084E+04  0.2632504E+03
       3.454        0.502        0.000        0.000  1  0.5836796E+04 -0.1785714E+03 -0.5834982E+04 -0.1455172E+03
       3.454        0.565        0.000        0.000  1  0.5179263E+04 -0.1756218E+03 -0.5164149E+04 -0.3953793E+03
       3.454        0.628        0.000        0.000  1  0.3960645E+04 -0.1745649E+03 -0.3942838E+04 -0.3751459E+03
       3.454        0.691        0.000        0.000  1  0.2410576E+04 -0.1767610E+03 -0.2406725E+04 -0.1362001E+03
       3.454        0.754        0.000        0.000  1  0.9732622E+03  0.1744887E+03 -0.9687631E+03  0.9347405E+02
       3.454        0.816        0.000        0.000  1  0.2626162E+03  0.6945686E+02  0.9215528E+02  0.2459160E+03
       3.454        0.879        0.000        0.000  1  0.5990899E+03  0.2282642E+02  0.5521718E+03  0.2324113E+03
       3.454        0.942        0.000        0.000  1  0.7253983E+03  0.1814854E+02  0.6893113E+03  0.2259483E+03
       3.454        1.005        0.000        0.000  1  0.6937678E+03 -0.1301277E+00  0.6937660E+03 -0.1575654E+01
       3.454        1.068        0.000        0.000  1  0.7094937E+03 -0.1793285E+02  0.6750250E+03 -0.2184547E+03
       3.454        1.130        0.000        0.000  1  0.7372544E+03 -0.4565516E+02  0.5153225E+03 -0.5272445E+03
       3.454        1.193        0.000        0.000  1  0.9005150E+03 -0.7038523E+02  0.3022978E+03 -0.8482590E+03
       3.454        1.256        0.000        0.000  1  0.8318716E+03 -0.7687431E+02  0.1889081E+03 -0.8101383E+03
       3.454        1.319        0.000        0.000  1  0.7327299E+03 -0.8865548E+02  0.1719289E+02 -0.7325281E+03
       3.454        1.382        0.000        0.000  1  0.5796727E+03 -0.1445027E+03 -0.4719366E+03 -0.3365950E+03
       3.454        1.444        0.000        0.000  1  0.5738688E+03 -0.1569553E+03 -0.5280739E+03 -0.2246405E+03
       3.454        1.507        0.000        0.000  1  0.1032455E+04 -0.1700161E+03 -0.1016820E+04 -0.1789986E+03
       3.454        1.570        0.000        0.000  1  0.1090911E+04 -0.1757944E+03 -0.1087974E+04 -0.8000259E+02
       3.454        1.633        0.000        0.000  1  0.2969574E+03  0.1054079E+03 -0.7889811E+02  0.2862844E+03
       3.454        1.696        0.000        0.000  1  0.1001224E+04  0.8735154E+02  0.4626448E+02  0.1000155E+04
       3.454        1.758        0.000        0.000  1  0.1320250E+04  0.7632072E+02  0.3122216E+03  0.1282801E+04
       3.454        1.821        0.000        0.000  1  0.1249471E+04  0.6556660E+02  0.5168254E+03  0.1137572E+04
       3.454        1.884        0.000        0.000  1  0.8234903E+03 -0.2613171E+02  0.7393164E+03 -0.3626949E+03
       3.454        1.947        0.000        0.000  1  0.4682872E+03 -0.7386505E+02  0.1301373E+03 -0.4498413E+03
       3.454        2.010        0.000        0.000  1  0.6423841E+03  0.1379214E+03 -0.4767946E+03  0.4304930E+03
       3.454        2.072        0.000        0.000  1  0.1813860E+04  0.4801690E+02  0.1213312E+04  0.1348319E+04
       3.454        2.135        0.000        0.000  1  0.1101633E+04 -0.9808965E+02 -0.1550244E+03 -0.1090671E+04
       3.454        2.198        0.000        0.000  1  0.2881061E+03 -0.1366164E+03 -0.2093872E+03 -0.1978942E+03
       3.454        2.261        0.000        0.000  1  0.3564599E+03 -0.9840702E+02 -0.5211597E+02 -0.3526295E+03
       3.454        2.324        0.000        0.000  1  0.4798248E+03 -0.1218683E+03 -0.2533326E+03 -0.4074977E+03
       3.454        2.386        0.000        0.000  1  0.1880673E+03 -0.1304081E+03 -0.1219104E+03 -0.1432032E+03
       3.454        2.449        0.000        0.000  1  0.1634642E+03 -0.1670114E+03 -0.1592820E+03 -0.3673975E+02
       3.454        2.512        0.000        0.000  1  0.5511290E+02  0.4294709E+01  0.5495815E+02  0.4127221E+01
       3.454        2.575        0.000        0.000  1  0.2314471E+03 -0.1000324E+02  0.2279286E+03 -0.4020328E+02
       3.454        2.638        0.000        0.000  1  0.3803441E+03 -0.1555049E+02  0.3664214E+03 -0.1019655E+03
       3.454        2.700        0.000        0.000  1  0.5055817E+03 -0.1274369E+02  0.4931275E+03 -0.1115263E+03
       3.454        2.763        0.000        0.000  1  0.5781298E+03 -0.9254650E+01  0.5706045E+03 -0.9297638E+02
       3.454        2.826        0.000        0.000  1  0.6417698E+03 -0.6249743E+01  0.6379557E+03 -0.6986462E+02
       3.454        2.889        0.000        0.000  1  0.6989962E+03 -0.4639714E+01  0.6967056E+03 -0.5654167E+02
       3.454        2.952        0.000        0.000  1  0.7192293E+03 -0.5720060E+01  0.7156481E+03 -0.7168423E+02
       3.454        3.014        0.000        0.000  1  0.7282323E+03 -0.5744930E+01  0.7245747E+03 -0.7289608E+02
       3.454        3.077        0.000        0.000  1  0.7128190E+03 -0.3010575E+01  0.7118353E+03 -0.3743745E+02
       3.454        3.140        0.000        0.000  1  0.6709132E+03 -0.3258946E+01  0.6698282E+03 -0.3814053E+02
       3.454        3.203        0.000        0.000  1  0.6199116E+03 -0.5106841E+01  0.6174509E+03 -0.5518034E+02
       3.454        3.266        0.000        0.000  1  0.5131760E+03 -0.4739960E+01  0.5114210E+03 -0.4240557E+02
       3.454        3.328        0.000        0.000  1  0.3816150E+03 -0.4401051E+01  0.3804897E+03 -0.2928411E+02
       3.454        3.391        0.000        0.000  1  0.2527309E+03 -0.2461735E+01  0.2524976E+03 -0.1085534E+02
       3.454        3.454        0.000        0.000  1  0.9248598E+02  0.0000000E+00  0.9248598E+02  0.0000000E+00
       3.517        0.063        0.000        0.000  1  0.3676451E+04  0.1499528E+03 -0.3182385E+04  0.1840847E+04
       3.517        0.126        0.000        0.000  1  0.2745416E+05 -0.1794838E+03 -0.2745305E+05 -0.2473424E+03
       3.517        0.188        0.000        0.000  1  0.6037766E+05 -0.1763211E+03 -0.6025324E+05 -0.3874079E+04
       3.517        0.251        0.000        0.000  1  0.1285546E+05  0.4194555E+02  0.9561640E+04  0.8592899E+04
       3.517        0.314        0.000        0.000  1  0.6788579E+04  0.2348067E+02  0.6226447E+04  0.2704840E+04
       3.517        0.377        0.000        0.000  1  0.4073931E+04  0.1589525E+03 -0.3802131E+04  0.1463117E+04
       3.517        0.440        0.000        0.000  1  0.6932210E+04  0.1746881E+03 -0.6902440E+04  0.6417603E+03
       3.517        0.502        0.000        0.000  1  0.7577764E+04  0.1797221E+03 -0.7577674E+04  0.3674719E+02
       3.517        0.565        0.000        0.000  1  0.6775477E+04 -0.1767145E+03 -0.6764341E+04 -0.3883085E+03
       3.517        0.628        0.000        0.000  1  0.5256328E+04 -0.1748351E+03 -0.5234986E+04 -0.4731878E+03
       3.517        0.691        0.000        0.000  1  0.3280868E+04 -0.1756606E+03 -0.3271463E+04 -0.2482429E+03
       3.517        0.754        0.000        0.000  1  0.1396952E+04  0.1794324E+03 -0.1396884E+04  0.1383979E+02
       3.517        0.816        0.000        0.000  1  0.2350255E+03  0.8936584E+02  0.2601221E+01  0.2350112E+03
       3.517        0.879        0.000        0.000  1  0.6703790E+03  0.2295546E+02  0.6172906E+03  0.2614581E+03
       3.517        0.942        0.000        0.000  1  0.8340670E+03  0.2346220E+02  0.7651088E+03  0.3320787E+03
       3.517        1.005        0.000        0.000  1  0.7869238E+03  0.9009769E+01  0.7772144E+03  0.1232345E+03
       3.517        1.068        0.000        0.000  1  0.7028326E+03 -0.2274680E+02  0.6481681E+03 -0.2717569E+03
       3.517        1.130        0.000        0.000  1  0.8173598E+03 -0.4619503E+02  0.5657812E+03 -0.5898887E+03
       3.517        1.193        0.000        0.000  1  0.9350145E+03 -0.7202779E+02  0.2885041E+03 -0.8893917E+03
       3.517        1.256        0.000        0.000  1  0.8945488E+03 -0.7940111E+02  0.1645365E+03 -0.8792869E+03
       3.517        1.319        0.000        0.000  1  0.7341005E+03 -0.8885074E+02  0.1472388E+02 -0.7339528E+03
       3.517        1.382        0.000        0.000  1  0.6529991E+03 -0.1219138E+03 -0.3452029E+03 -0.5542948E+03
       3.517        1.444        0.000        0.000  1  0.3526357E+03 -0.1402334E+03 -0.2710559E+03 -0.2255674E+03
       3.517        1.507        0.000        0.000  1  0.1014293E+04 -0.1646665E+03 -0.9781874E+03 -0.2682164E+03
       3.517        1.570        0.000        0.000  1  0.1186693E+04 -0.1743300E+03 -0.1180887E+04 -0.1172449E+03
       3.517        1.633        0.000        0.000  1  0.3567646E+03  0.1102645E+03 -0.1235668E+03  0.3346823E+03
       3.517        1.696        0.000        0.000  1  0.1095204E+04  0.8883042E+02  0.2235485E+02  0.1094976E+04
       3.517        1.758        0.000        0.000  1  0.1435664E+04  0.7672193E+02  0.3297393E+03  0.1397284E+04
       3.517        1.821        0.000        0.000  1  0.1348240E+04  0.6727328E+02  0.5208739E+03  0.1243560E+04
       3.517        1.884        0.000        0.000  1  0.8751764E+03 -0.2848701E+02  0.7692147E+03 -0.4174237E+03
       3.517        1.947        0.000        0.000  1  0.5511823E+03 -0.7268398E+02  0.1640549E+03 -0.5262014E+03
       3.517        2.010        0.000        0.000  1  0.7110977E+03  0.1415303E+03 -0.5567454E+03  0.4423738E+03
       3.517        2.072        0.000        0.000  1  0.2106151E+04  0.5010705E+02  0.1350791E+04  0.1615932E+04
       3.517        2.135        0.000        0.000  1  0.1193099E+04 -0.9813408E+02 -0.1688118E+03 -0.1181097E+04
       3.517        2.198        0.000        0.000  1  0.3549408E+03 -0.1435530E+03 -0.2855168E+03 -0.2108628E+03
       3.517        2.261        0.000        0.000  1  0.3713756E+03 -0.9826875E+02 -0.5340990E+02 -0.3675149E+03
       3.517        2.324        0.000        0.000  1  0.4800674E+03 -0.1110587E+03 -0.1725000E+03 -0.4480050E+03
       3.517        2.386        0.000        0.000  1  0.1885541E+03 -0.1173033E+03 -0.8649006E+02 -0.1675474E+03
       3.517        2.449        0.000        0.000  1  0.2217059E+03 -0.1584263E+03 -0.2061744E+03 -0.8152070E+02
       3.517        2.512        0.000        0.000  1  0.7615378E+02 -0.8292530E+02  0.9379350E+01 -0.7557397E+02
       3.517        2.575        0.000        0.000  1  0.2224563E+03 -0.6885866E+01  0.2208517E+03 -0.2667071E+02
       3.517        2.638        0.000        0.000  1  0.3810414E+03 -0.5985776E+01  0.3789638E+03 -0.3973559E+02
       3.517        2.700        0.000        0.000  1  0.4933877E+03 -0.1221385E+02  0.4822198E+03 -0.1043816E+03
       3.517        2.763        0.000        0.000  1  0.5966951E+03 -0.1267401E+02  0.5821561E+03 -0.1309171E+03
       3.517        2.826        0.000        0.000  1  0.6444799E+03 -0.1028122E+02  0.6341319E+03 -0.1150266E+03
       3.517        2.889        0.000        0.000  1  0.6706572E+03 -0.7589424E+01  0.6647822E+03 -0.8857599E+02
       3.517        2.952        0.000        0.000  1  0.6955528E+03 -0.5746359E+01  0.6920576E+03 -0.6964211E+02
       3.517        3.014        0.000        0.000  1  0.6797990E+03 -0.6674457E+01  0.6751917E+03 -0.7901166E+02
       3.517        3.077        0.000        0.000  1  0.6475703E+03 -0.7562350E+01  0.6419379E+03 -0.8522350E+02
       3.517        3.140        0.000        0.000  1  0.5936461E+03 -0.4754486E+01  0.5916033E+03 -0.4920509E+02
       3.517        3.203        0.000        0.000  1  0.5086361E+03 -0.4800825E+01  0.5068517E+03 -0.4256887E+02
       3.517        3.266        0.000        0.000  1  0.4153324E+03 -0.8344967E+01  0.4109349E+03 -0.6027834E+02
       3.517        3.328        0.000        0.000  1  0.2656066E+03 -0.1023224E+02  0.2613824E+03 -0.4718199E+02
       3.517        3.391        0.000        0.000  1  0.8717427E+02 -0.2181186E+02  0.8093337E+02 -0.3239048E+02
       3.517        3.454        0.000        0.000  1  0.9764565E+02 -0.1726954E+03 -0.9685319E+02 -0.1241502E+02
       3.517        3.517        0.000        0.000  1  0.3084286E+03  0.1800000E+03 -0.3084286E+03  0.0000000E+00
       3.580        0.063        0.000        0.000  1  0.3062887E+04 -0.1756620E+03 -0.3054113E+04 -0.2316763E+03
       3.580        0.126        0.000        0.000  1  0.3135210E+05 -0.1771263E+03 -0.3131267E+05 -0.1571799E+04
       3.580        0.188        0.000        0.000  1  0.6989144E+05 -0.1755862E+03 -0.6968416E+05 -0.5378785E+04
       3.580        0.251        0.000        0.000  1  0.1497885E+05  0.3925629E+02  0.1159847E+05  0.9478474E+04
       3.580        0.314        0.000        0.000  1  0.8093436E+04  0.1982825E+02  0.7613605E+04  0.2745308E+04
       3.580        0.377        0.000        0.000  1  0.4514054E+04  0.1607823E+03 -0.4262507E+04  0.1485839E+04
       3.580        0.440        0.000        0.000  1  0.8102132E+04  0.1751217E+03 -0.8072783E+04  0.6890010E+03
       3.580        0.502        0.000        0.000  1  0.9059089E+04  0.1793465E+03 -0.9058499E+04  0.1033284E+03
       3.580        0.565        0.000        0.000  1  0.8281796E+04 -0.1777095E+03 -0.8275179E+04 -0.3309879E+03
       3.580        0.628        0.000        0.000  1  0.6615523E+04 -0.1763322E+03 -0.6601973E+04 -0.4231997E+03
       3.580        0.691        0.000        0.000  1  0.4333505E+04 -0.1775201E+03 -0.4329447E+04 -0.1875072E+03
       3.580        0.754        0.000        0.000  1  0.2065341E+04  0.1780618E+03 -0.2064159E+04  0.6985295E+02
       3.580        0.816        0.000        0.000  1  0.4200711E+03  0.1346688E+03 -0.2953134E+03  0.2987470E+03
       3.580        0.879        0.000        0.000  1  0.6361567E+03  0.2973466E+02  0.5523950E+03  0.3155236E+03
       3.580        0.942        0.000        0.000  1  0.9146824E+03  0.3014094E+02  0.7910108E+03  0.4592883E+03
       3.580        1.005        0.000        0.000  1  0.9111354E+03  0.1832952E+02  0.8649077E+03  0.2865353E+03
       3.580        1.068        0.000        0.000  1  0.7453663E+03 -0.1376719E+02  0.7239525E+03 -0.1773803E+03
       3.580        1.130        0.000        0.000  1  0.8767236E+03 -0.5012578E+02  0.5620714E+03 -0.6728448E+03
       3.580        1.193        0.000        0.000  1  0.1035201E+04 -0.7027373E+02  0.3494082E+03 -0.9744514E+03
       3.580        1.256        0.000        0.000  1  0.9706514E+03 -0.7754459E+02  0.2093497E+03 -0.9478064E+03
       3.580        1.319        0.000        0.000  1  0.7845062E+03 -0.9291547E+02 -0.3990205E+02 -0.7834907E+03
       3.580        1.382        0.000        0.000  1  0.7225312E+03 -0.1248836E+03 -0.4132232E+03 -0.5927039E+03
       3.580        1.444        0.000        0.000  1  0.8938382E+03 -0.1623267E+03 -0.8516516E+03 -0.2713602E+03
       3.580        1.507        0.000        0.000  1  0.8958535E+03 -0.1755346E+03 -0.8931342E+03 -0.6974879E+02
       3.580        1.570        0.000        0.000  1  0.1254558E+04 -0.1665612E+03 -0.1220207E+04 -0.2915664E+03
       3.580        1.633        0.000        0.000  1  0.3060303E+03  0.1046421E+03 -0.7735838E+02  0.2960916E+03
       3.580        1.696        0.000        0.000  1  0.1162556E+04  0.8939165E+02  0.1234343E+02  0.1162490E+04
       3.580        1.758        0.000        0.000  1  0.1571639E+04  0.7700514E+02  0.3534044E+03  0.1531390E+04
       3.580        1.821        0.000        0.000  1  0.1454629E+04  0.6799018E+02  0.5451446E+03  0.1348615E+04
       3.580        1.884        0.000        0.000  1  0.9454926E+03 -0.3004968E+02  0.8184104E+03 -0.4734562E+03
       3.580        1.947        0.000        0.000  1  0.5969998E+03 -0.7739056E+02  0.1303274E+03 -0.5826006E+03
       3.580        2.010        0.000        0.000  1  0.8010342E+03  0.1379091E+03 -0.5944332E+03  0.5369404E+03
       3.580        2.072        0.000        0.000  1  0.2367542E+04  0.5129530E+02  0.1480440E+04  0.1847581E+04
       3.580        2.135        0.000        0.000  1  0.1307651E+04 -0.9954700E+02 -0.2168826E+03 -0.1289540E+04
       3.580        2.198        0.000        0.000  1  0.3859957E+03 -0.1448364E+03 -0.3155557E+03 -0.2223000E+03
       3.580        2.261        0.000        0.000  1  0.3848138E+03 -0.1061757E+03 -0.1072031E+03 -0.3695797E+03
       3.580        2.324        0.000        0.000  1  0.4985935E+03 -0.1177760E+03 -0.2323524E+03 -0.4411438E+03
       3.580        2.386        0.000        0.000  1  0.2012590E+03 -0.9268578E+02 -0.9430708E+01 -0.2010379E+03
       3.580        2.449        0.000        0.000  1  0.1877715E+03 -0.1399357E+03 -0.1437057E+03 -0.1208586E+03
       3.580        2.512        0.000        0.000  1  0.1086530E+03 -0.9497004E+02 -0.9413126E+01 -0.1082444E+03
       3.580        2.575        0.000        0.000  1  0.1968528E+03 -0.3434797E+02  0.1625268E+03 -0.1110678E+03
       3.580        2.638        0.000        0.000  1  0.3583845E+03 -0.1096674E+02  0.3518396E+03 -0.6817875E+02
       3.580        2.700        0.000        0.000  1  0.4999293E+03 -0.5696494E+01  0.4974605E+03 -0.4962241E+02
       3.580        2.763        0.000        0.000  1  0.5733411E+03 -0.1041834E+02  0.5638887E+03 -0.1036796E+03
       3.580        2.826        0.000        0.000  1  0.6432578E+03 -0.1311211E+02  0.6264868E+03 -0.1459276E+03
       3.580        2.889        0.000        0.000  1  0.6630609E+03 -0.1195223E+02  0.6486862E+03 -0.1373173E+03
       3.580        2.952        0.000        0.000  1  0.6466824E+03 -0.9612904E+01  0.6376020E+03 -0.1079900E+03
       3.580        3.014        0.000        0.000  1  0.6324263E+03 -0.7663988E+01  0.6267769E+03 -0.8434245E+02
       3.580        3.077        0.000        0.000  1  0.5770684E+03 -0.8648791E+01  0.5705063E+03 -0.8677797E+02
       3.580        3.140        0.000        0.000  1  0.4983629E+03 -0.1117175E+02  0.4889194E+03 -0.9655819E+02
       3.580        3.203        0.000        0.000  1  0.3994776E+03 -0.8880095E+01  0.3946893E+03 -0.6166622E+02
       3.580        3.266        0.000        0.000  1  0.2663412E+03 -0.1026154E+02  0.2620810E+03 -0.4744648E+02
       3.580        3.328        0.000        0.000  1  0.1334129E+03 -0.2926649E+02  0.1163834E+03 -0.6522186E+02
       3.580        3.391        0.000        0.000  1  0.9739769E+02 -0.1476869E+03 -0.8231461E+02 -0.5206358E+02
       3.580        3.454        0.000        0.000  1  0.3200323E+03 -0.1736263E+03 -0.3180542E+03 -0.3552748E+02
       3.580        3.517        0.000        0.000  1  0.5518112E+03 -0.1785457E+03 -0.5516334E+03 -0.1400425E+02
       3.580        3.580        0.000        0.000  1  0.8207191E+03  0.1800000E+03 -0.8207191E+03  0.0000000E+00
       3.642        0.063        0.000        0.000  1  0.5333301E+04 -0.1735365E+03 -0.5299401E+04 -0.6003719E+03
       3.642        0.126        0.000        0.000  1  0.3700115E+05 -0.1766468E+03 -0.3693780E+05 -0.2164230E+04
       3.642        0.188        0.000        0.000  1  0.8134385E+05 -0.1753516E+03 -0.8107630E+05 -0.6592146E+04
       3.642        0.251        0.000        0.000  1  0.1669656E+05  0.3935353E+02  0.1291058E+05  0.1058735E+05
       3.642        0.314        0.000        0.000  1  0.8745469E+04  0.1766402E+02  0.8333139E+04  0.2653679E+04
       3.642        0.377        0.000        0.000  1  0.5548245E+04  0.1685266E+03 -0.5437375E+04  0.1103616E+04
       3.642        0.440        0.000        0.000  1  0.9856944E+04  0.1794617E+03 -0.9856510E+04  0.9260794E+02
       3.642        0.502        0.000        0.000  1  0.1099025E+05 -0.1766830E+03 -0.1097184E+05 -0.6358908E+03
       3.642        0.565        0.000        0.000  1  0.1005772E+05 -0.1735378E+03 -0.9993817E+04 -0.1131982E+04
       3.642        0.628        0.000        0.000  1  0.8044579E+04 -0.1717307E+03 -0.7960939E+04 -0.1157018E+04
       3.642        0.691        0.000        0.000  1  0.5268925E+04 -0.1721075E+03 -0.5219015E+04 -0.7235007E+03
       3.642        0.754        0.000        0.000  1  0.2508650E+04 -0.1748426E+03 -0.2498494E+04 -0.2255059E+03
       3.642        0.816        0.000        0.000  1  0.4703968E+03  0.1484321E+03 -0.4007878E+03  0.2462565E+03
       3.642        0.879        0.000        0.000  1  0.6985652E+03  0.3576814E+02  0.5668081E+03  0.4083159E+03
       3.642        0.942        0.000        0.000  1  0.1041342E+04  0.4134237E+02  0.7818144E+03  0.6878658E+03
       3.642        1.005        0.000        0.000  1  0.1029288E+04  0.3138370E+02  0.8787022E+03  0.5360189E+03
       3.642        1.068        0.000        0.000  1  0.7620906E+03 -0.2659866E+01  0.7612695E+03 -0.3536615E+02
       3.642        1.130        0.000        0.000  1  0.8969076E+03 -0.4502025E+02  0.6339852E+03 -0.6344335E+03
       3.642        1.193        0.000        0.000  1  0.1106688E+04 -0.7194144E+02  0.3430609E+03 -0.1052172E+04
       3.642        1.256        0.000        0.000  1  0.1080401E+04 -0.7556413E+02  0.2693397E+03 -0.1046290E+04
       3.642        1.319        0.000        0.000  1  0.8789014E+03 -0.8829389E+02  0.2616733E+02 -0.8785118E+03
       3.642        1.382        0.000        0.000  1  0.7972549E+03 -0.1251233E+03 -0.4586914E+03 -0.6520871E+03
       3.642        1.444        0.000        0.000  1  0.9405875E+03 -0.1586713E+03 -0.8761658E+03 -0.3421087E+03
       3.642        1.507        0.000        0.000  1  0.1526153E+04 -0.1732494E+03 -0.1515572E+04 -0.1793962E+03
       3.642        1.570        0.000        0.000  1  0.1216907E+04  0.1735740E+03 -0.1209262E+04  0.1361951E+03
       3.642        1.633        0.000        0.000  1  0.2344788E+03  0.1059539E+03 -0.6444958E+02  0.2254475E+03
       3.642        1.696        0.000        0.000  1  0.1210127E+04  0.8782526E+02  0.4592092E+02  0.1209256E+04
       3.642        1.758        0.000        0.000  1  0.1633247E+04  0.7715232E+02  0.3631685E+03  0.1592358E+04
       3.642        1.821        0.000        0.000  1  0.1581940E+04  0.6738940E+02  0.6082021E+03  0.1460351E+04
       3.642        1.884        0.000        0.000  1  0.1028965E+04 -0.3093429E+02  0.8826028E+03 -0.5289445E+03
       3.642        1.947        0.000        0.000  1  0.6925371E+03 -0.7990974E+02  0.1213321E+03 -0.6818256E+03
       3.642        2.010        0.000        0.000  1  0.9304882E+03  0.1352992E+03 -0.6613813E+03  0.6545097E+03
       3.642        2.072        0.000        0.000  1  0.2715824E+04  0.5289626E+02  0.1638348E+04  0.2165991E+04
       3.642        2.135        0.000        0.000  1  0.1430617E+04 -0.9909910E+02 -0.2262414E+03 -0.1412615E+04
       3.642        2.198        0.000        0.000  1  0.4729023E+03 -0.1468726E+03 -0.3960355E+03 -0.2584424E+03
       3.642        2.261        0.000        0.000  1  0.4074360E+03 -0.1062327E+03 -0.1138945E+03 -0.3911933E+03
       3.642        2.324        0.000        0.000  1  0.5162467E+03 -0.1226215E+03 -0.2783020E+03 -0.4348088E+03
       3.642        2.386        0.000        0.000  1  0.1775563E+03 -0.1121931E+03 -0.6706817E+02 -0.1644023E+03
